words,links,capital_words,spam_word_count,is_spam
90,7,17,8,1
375,3,3,3,1
155,2,1,3,0
846,3,22,7,1
262,0,3,1,0
132,2,2,0,0
55,2,3,2,0
465,6,12,6,1
580,9,26,4,1
234,1,0,5,0
340,0,2,2,0
131,8,10,3,1
649,7,11,0,1
265,2,2,4,0
101,1,14,6,1
423,1,0,0,0
242,3,1,6,0
743,6,7,0,1
199,0,2,4,0
274,2,2,5,1
138,0,3,0,0
164,2,4,2,0
753,4,0,2,1
457,2,1,2,0
874,6,25,4,1
990,3,24,7,1
168,1,29,4,1
64,9,10,6,1
215,2,0,1,0
292,1,3,1,0
22,2,2,2,0
431,1,1,2,0
211,0,18,0,1
162,2,3,5,0
317,2,0,2,0
212,0,3,3,0
548,5,2,10,1
171,4,1,6,1
657,1,17,3,1
840,1,16,5,1
849,2,10,5,1
145,3,26,3,1
207,0,3,1,0
901,3,28,6,1
206,0,0,0,0
125,8,28,4,1
797,8,20,6,1
176,0,7,6,0
959,2,30,6,1
419,2,10,3,1
396,8,24,2,1
149,6,5,0,1
199,7,5,4,1
94,1,3,0,0
863,7,17,5,1
351,1,0,0,0
259,3,3,3,0
528,7,5,8,1
781,10,3,0,1
623,8,10,2,1
813,9,11,0,1
698,8,14,0,1
130,2,0,0,0
349,7,4,1,1
730,0,19,8,1
159,2,3,0,0
118,3,23,1,1
119,3,5,4,1
256,2,8,10,1
263,0,3,2,0
119,2,10,1,0
620,6,8,0,1
326,1,0,1,0
215,5,2,5,0
330,2,0,2,1
947,8,23,4,1
240,1,1,1,0
171,0,3,1,0
174,0,24,4,1
875,2,21,7,1
493,3,1,4,0
244,9,4,10,1
277,1,5,2,0
843,10,3,5,1
814,7,7,7,1
338,2,2,0,0
214,1,2,1,0
222,1,2,0,0
933,8,0,3,1
706,4,6,7,1
209,4,2,4,1
55,0,6,2,0
218,2,0,4,0
172,9,2,6,1
844,10,8,1,1
732,2,13,3,1
828,8,12,4,1
91,5,4,4,1
106,8,3,6,1
376,4,30,10,1
283,2,3,5,0
231,1,3,6,0
135,2,2,1,0
205,5,16,7,1
190,3,3,2,0
115,1,3,1,0
717,1,2,2,1
241,5,26,3,1
498,10,17,7,1
147,4,6,3,1
270,2,3,1,0
551,3,29,6,1
875,8,9,0,1
156,1,3,2,0
226,2,0,1,0
79,0,8,6,0
521,1,5,9,1
212,9,26,7,1
99,2,21,7,1
200,5,3,2,0
100,1,0,0,0
281,0,30,4,1
740,9,17,3,1
179,4,1,2,0
206,0,2,2,0
109,1,3,0,0
123,4,2,2,0
302,2,1,0,0
228,1,0,2,0
145,1,3,2,0
81,2,1,2,0
274,1,2,2,0
66,0,0,2,0
300,10,30,7,1
253,0,3,0,0
573,5,27,4,1
170,6,25,1,1
204,2,0,2,0
173,2,18,6,1
850,6,4,3,1
505,10,3,6,1
420,0,11,4,1
951,9,2,4,1
753,8,11,8,1
306,5,8,0,0
216,0,6,6,0
501,2,9,8,1
83,1,1,0,0
180,1,1,2,0
166,1,2,0,0
212,0,4,0,0
76,0,7,6,0
106,10,11,10,1
273,2,0,3,0
344,1,0,0,0
470,3,22,10,1
253,2,3,2,0
143,0,5,8,1
923,2,17,1,1
447,6,21,9,1
736,2,25,5,1
384,1,12,6,1
147,0,3,2,0
132,0,1,0,0
106,1,3,0,0
152,1,3,2,0
652,5,3,3,1
159,0,2,1,0
188,3,5,4,1
533,2,5,4,1
762,2,25,2,1
308,1,3,6,0
107,2,0,2,0
273,2,3,1,0
292,0,4,0,0
53,1,3,2,0
379,2,11,8,1
84,0,0,0,0
191,6,19,8,1
776,3,30,3,1
109,2,5,2,1
93,0,0,4,0
21,0,0,5,0
59,0,2,1,0
274,4,0,2,0
553,3,9,10,1
715,8,14,7,1
167,0,9,1,0
239,1,1,2,0
788,3,0,8,1
853,10,18,3,1
213,1,3,0,0
143,10,28,8,1
97,2,3,0,0
232,1,2,2,0
251,2,2,2,0
528,9,16,9,1
265,4,2,0,0
716,4,9,8,1
281,2,1,1,0
624,9,11,9,1
427,0,29,4,1
68,2,3,2,0
57,8,15,6,1
148,2,7,1,0
264,7,3,9,1
100,7,20,5,1
217,5,0,1,0
359,0,0,0,1
318,7,26,5,1
164,1,3,1,0
601,8,5,9,1
221,1,2,0,0
214,0,3,1,0
347,0,3,1,0
56,0,2,1,0
281,2,4,6,1
292,2,0,1,0
244,5,7,3,1
226,0,3,0,0
610,1,8,7,1
190,3,26,2,1
140,8,15,5,1
317,3,24,3,1
170,2,11,10,1
913,8,3,8,1
50,1,3,0,0
83,2,23,3,1
202,2,3,0,0
171,3,15,6,1
589,10,8,8,1
898,8,27,8,1
155,5,9,2,0
850,6,22,10,1
152,5,0,1,0
830,9,23,10,1
327,9,11,9,1
178,0,8,2,0
383,8,0,0,1
755,9,6,6,1
238,1,0,0,0
183,6,22,6,1
103,2,2,2,0
637,3,30,1,1
200,2,6,0,0
206,1,1,2,0
935,9,8,3,1
195,2,0,0,0
279,2,0,2,0
475,7,15,10,1
656,9,13,3,1
334,3,27,6,1
36,2,1,0,0
523,10,19,10,1
231,2,0,2,0
288,3,1,1,0
166,2,1,2,0
100,2,2,1,0
158,3,10,5,1
237,1,3,2,0
199,2,0,4,1
523,7,18,7,1
247,1,7,6,1
79,4,25,6,1
207,0,4,0,0
250,1,3,2,0
236,0,2,0,0
174,2,2,2,0
137,0,3,1,0
107,6,24,0,1
488,8,20,1,1
596,9,29,7,1
156,1,0,2,0
66,0,0,1,0
335,8,20,1,1
184,1,2,0,0
379,0,1,0,0
262,1,2,0,0
823,5,9,9,1
773,7,1,4,1
912,9,5,9,1
136,0,1,2,0
180,5,7,10,1
411,1,3,2,0
735,7,16,2,1
623,9,5,3,1
777,5,0,7,1
665,2,23,0,1
239,2,2,2,0
704,5,30,2,1
216,0,2,2,0
217,0,0,1,0
270,1,3,4,0
117,2,24,5,1
64,1,5,2,0
108,0,0,9,1
103,1,2,1,0
284,2,6,1,0
507,0,21,8,1
140,2,0,1,0
254,4,4,8,1
284,0,3,6,0
122,4,20,8,1
66,2,29,3,1
714,3,28,6,1
116,5,24,10,1
45,0,2,0,0
613,8,12,8,1
101,1,2,2,0
72,7,7,1,1
337,0,9,0,0
186,10,28,6,1
116,10,25,7,1
57,7,5,1,1
324,8,19,10,1
605,7,16,7,1
775,10,1,3,1
114,4,2,1,0
730,8,20,4,1
63,1,2,0,0
405,1,1,2,0
640,4,2,0,1
257,1,8,0,0
183,3,4,3,1
62,0,1,1,0
241,1,5,1,0
197,0,1,6,0
805,10,3,1,1
589,2,3,10,1
194,2,5,1,0
65,6,16,10,1
149,2,0,1,0
461,1,2,0,0
200,4,0,2,0
865,2,14,4,1
186,5,5,9,1
214,3,2,1,0
210,2,6,3,1
257,1,10,1,0
103,0,1,0,0
865,9,5,3,1
253,2,0,1,0
226,3,19,4,1
294,5,2,1,0
812,7,11,6,1
192,1,0,2,0
80,2,0,2,0
146,1,2,0,0
923,4,22,6,1
406,6,13,1,1
79,2,8,5,0
182,9,27,0,1
58,1,0,1,0
91,1,9,5,0
208,2,15,0,1
247,2,4,1,0
282,1,0,0,0
142,2,10,3,1
128,1,24,1,1
168,5,5,3,1
435,9,6,5,1
76,5,0,2,0
91,3,0,2,0
161,1,3,1,0
420,2,0,1,0
999,6,11,6,1
255,4,1,4,0
207,6,2,5,1
357,9,16,1,1
211,1,2,2,0
126,0,1,2,0
392,7,10,2,1
254,0,1,2,0
43,0,5,1,0
62,1,1,0,0
151,3,11,4,1
234,1,0,2,0
416,2,0,4,0
104,2,3,0,0
248,3,19,6,1
438,3,1,3,1
720,7,8,10,1
723,7,13,10,1
208,4,1,2,0
195,2,5,0,1
98,6,3,6,1
140,8,25,7,1
77,2,5,3,1
197,2,3,1,0
549,3,22,5,1
879,0,5,3,1
542,2,12,3,1
84,1,14,10,1
124,1,9,0,0
118,1,1,2,0
646,4,25,9,1
446,0,2,0,0
590,2,30,8,1
979,2,19,6,1
219,2,9,2,0
943,10,7,7,1
50,0,1,2,0
656,7,29,5,1
209,3,3,3,0
220,1,0,0,0
896,3,17,8,1
65,7,15,6,1
262,2,3,2,0
982,4,15,5,1
413,1,6,1,0
302,2,2,2,0
487,5,3,2,0
46,2,0,0,0
266,2,5,4,0
995,10,7,9,1
174,0,4,2,0
169,1,2,6,0
309,0,26,8,1
175,0,0,1,0
469,7,2,10,1
780,3,7,8,1
465,2,3,2,0
130,3,13,5,1
366,6,12,8,1
194,2,2,4,0
78,1,1,2,0
153,8,6,6,1
275,8,1,6,1
109,1,1,1,0
533,4,5,5,1
252,2,0,0,0
342,10,8,4,1
96,2,0,5,0
39,0,3,1,0
429,9,27,9,1
201,2,1,2,0
832,8,2,10,1
753,1,5,3,1
456,3,11,10,1
165,1,2,1,0
197,0,2,0,0
253,1,0,2,0
992,9,18,3,1
216,0,2,2,0
226,2,2,0,0
812,10,6,3,1
531,4,10,1,1
268,2,2,1,0
513,4,4,1,1
242,2,3,5,0
273,0,1,2,0
78,3,3,9,1
301,1,9,2,0
71,2,2,1,0
288,0,3,2,0
103,1,3,2,0
546,10,10,3,1
146,4,0,6,0
93,1,5,1,0
100,3,27,10,1
399,9,21,2,1
149,1,0,1,0
251,5,5,0,0
231,0,1,2,0
238,2,2,5,0
276,5,27,2,1
249,7,10,9,1
74,1,0,2,0
143,5,26,4,1
327,7,0,9,1
207,0,3,1,0
983,3,14,5,1
105,10,15,3,1
220,3,13,3,1
78,2,3,2,0
102,2,0,2,0
266,0,0,0,0
105,1,2,1,0
718,5,11,9,1
138,0,3,2,0
314,6,26,10,1
143,8,30,6,1
161,6,16,4,1
53,0,0,1,0
567,5,16,3,1
758,2,21,3,1
259,0,1,6,0
613,8,15,4,1
258,5,9,2,0
425,1,0,0,0
147,4,2,4,1
985,3,10,3,1
151,1,3,6,0
407,10,10,3,1
133,2,1,0,1
46,0,7,0,0
247,2,2,0,0
34,2,1,0,0
671,7,7,9,1
135,0,3,0,1
28,4,1,1,0
621,10,28,2,1
156,3,9,5,1
220,0,2,2,0
905,4,5,8,1
92,1,3,1,0
187,4,28,9,1
143,9,27,4,1
147,5,0,2,0
53,2,16,6,1
62,2,27,8,1
167,2,12,7,1
366,2,1,1,0
243,2,2,2,0
80,3,1,6,0
297,2,0,1,0
172,2,0,1,0
484,2,1,3,0
352,0,3,0,0
98,2,0,2,0
224,1,1,3,0
261,1,4,1,0
495,6,4,9,1
210,3,5,9,1
131,5,26,3,1
54,2,1,1,0
155,2,1,1,0
149,5,21,9,1
800,3,15,3,1
865,7,10,8,1
296,0,1,1,0
21,2,3,1,0
206,4,20,6,1
90,4,27,10,1
80,9,8,8,1
232,6,29,9,1
356,10,3,9,1
397,1,1,2,0
170,8,23,4,1
178,2,0,2,0
158,9,25,9,1
174,7,12,10,1
284,9,26,0,1
389,2,18,5,1
61,2,2,3,0
83,0,3,2,0
738,7,22,8,1
153,8,24,5,1
638,2,13,10,1
318,2,19,10,1
237,0,3,2,0
108,1,4,0,0
591,9,7,4,1
540,6,8,8,1
96,0,1,6,0
72,2,1,2,0
734,3,22,8,1
538,2,16,0,1
429,1,3,4,0
278,2,3,0,0
723,8,30,6,1
926,3,22,5,1
74,1,1,0,0
76,1,3,2,0
476,2,1,9,1
659,1,13,5,1
223,2,1,2,0
196,1,1,2,0
200,2,3,0,0
188,1,3,0,0
122,4,0,4,0
427,1,1,5,0
47,1,1,0,0
809,2,28,6,1
126,1,3,0,0
642,5,6,6,1
989,10,6,2,1
384,2,1,0,0
292,1,3,0,0
276,8,14,6,1
136,4,1,2,0
208,0,3,3,0
276,1,7,2,0
159,3,0,2,0
250,2,0,1,0
233,4,8,2,0
240,0,2,1,0
127,5,23,10,1
933,2,7,3,1
910,8,4,1,1
195,5,23,2,1
453,3,1,0,0
230,1,2,2,0
187,2,0,2,0
967,9,19,9,1
418,1,21,6,1
290,8,6,7,1
855,4,3,10,1
375,3,23,9,1
402,1,1,1,0
48,1,1,0,0
226,1,10,1,0
56,10,7,4,1
400,3,29,8,1
142,5,4,2,1
205,1,8,0,0
739,6,30,6,1
929,7,19,1,1
239,0,1,2,0
124,0,28,7,1
150,5,3,2,0
33,1,2,2,0
836,1,0,7,1
118,7,24,7,1
484,9,7,10,1
745,2,10,8,1
225,2,1,2,0
596,2,6,2,1
251,1,0,0,0
196,0,1,0,0
871,3,10,8,1
454,3,7,2,1
224,0,3,2,0
281,2,7,2,0
487,0,2,1,0
180,1,4,1,0
141,1,2,3,1
75,0,2,1,0
757,8,0,6,1
239,2,7,2,0
807,7,22,4,1
489,5,28,0,1
446,6,7,9,1
821,8,7,7,1
485,1,0,2,0
111,2,0,2,0
58,3,1,10,1
169,9,12,8,1
338,0,0,0,0
713,5,5,8,1
174,4,0,1,0
431,9,21,2,1
71,1,24,9,1
911,0,5,8,1
235,8,2,3,1
26,1,2,3,0
869,5,24,3,1
217,8,0,10,1
456,0,5,1,0
192,1,3,0,0
73,5,0,3,1
232,2,4,2,0
119,1,0,3,0
633,6,20,6,1
76,2,2,2,0
183,9,5,9,1
900,7,17,5,1
158,6,20,10,1
61,4,17,3,1
275,2,0,2,0
530,10,11,9,1
97,0,3,0,0
879,5,7,8,1
127,1,1,1,0
177,2,1,1,0
294,2,3,0,0
297,1,3,2,0
30,0,1,1,0
193,0,0,2,0
208,2,1,0,0
261,1,3,0,0
129,10,1,5,1
274,2,0,1,0
994,2,10,6,1
631,2,30,4,1
88,9,27,6,1
142,0,0,2,0
228,1,3,2,0
174,2,1,1,0
146,5,10,5,0
221,0,6,1,0
772,4,14,2,1
816,9,12,5,1
409,0,3,3,0
160,1,1,0,0
846,2,23,1,1
296,0,0,5,0
170,10,2,6,1
343,0,2,1,0
959,5,21,5,1
56,9,11,8,1
859,8,15,0,1
276,4,3,1,0
769,3,2,6,1
891,3,18,4,1
385,4,2,6,1
569,10,30,8,1
118,4,6,10,1
842,2,16,4,1
114,0,2,0,0
374,10,30,5,1
137,10,2,2,1
213,1,0,0,0
269,5,2,1,0
888,2,4,3,1
374,4,18,8,1
114,0,0,0,0
368,1,4,1,0
189,1,2,1,0
74,0,2,0,0
93,0,3,2,0
863,10,0,7,1
224,1,0,2,0
144,0,8,2,0
274,1,1,0,0
282,1,1,0,0
243,10,23,7,1
42,2,1,0,0
659,2,27,3,1
405,0,5,2,1
37,0,2,1,0
241,2,3,1,0
250,2,8,1,0
258,2,2,4,0
292,0,0,5,0
705,2,5,10,1
688,8,6,1,1
231,9,22,5,1
299,0,8,0,0
908,3,10,5,1
897,8,25,2,1
409,10,25,4,1
730,3,17,10,1
66,1,3,2,0
277,1,1,0,0
767,5,4,6,1
142,9,8,8,1
958,2,2,4,1
235,0,1,3,0
188,2,24,8,1
184,2,1,1,0
219,0,0,2,0
199,10,15,4,1
230,2,1,1,0
129,7,18,2,1
428,3,25,0,1
791,8,19,8,1
554,0,28,10,1
842,2,23,0,1
47,3,1,5,0
876,7,0,8,1
220,9,24,2,1
245,1,3,1,0
227,2,0,2,0
687,3,13,1,1
317,0,1,1,0
228,1,1,5,0
58,1,3,1,0
182,2,5,4,0
619,2,29,8,1
155,1,1,0,0
162,9,4,10,1
212,4,1,10,1
414,1,1,0,0
871,8,5,4,1
279,2,3,5,1
990,3,6,5,1
189,2,2,2,0
517,2,18,10,1
943,10,24,9,1
247,1,1,4,0
111,2,0,3,0
616,7,5,4,1
89,4,2,2,0
64,9,21,5,1
822,2,10,8,1
429,0,3,2,0
146,0,2,0,0
212,4,3,0,0
161,0,1,2,0
156,1,0,1,0
988,3,14,4,1
765,6,9,7,1
371,2,9,5,1
277,2,8,1,0
82,3,17,6,1
504,8,6,4,1
865,10,5,6,1
889,3,20,7,1
112,2,2,0,0
129,2,0,1,0
265,2,1,2,0
142,0,0,1,0
560,9,11,0,1
109,2,1,2,0
573,2,27,5,1
51,1,2,0,0
79,1,3,3,0
393,0,2,5,0
309,2,26,7,1
189,10,26,4,1
79,4,20,3,1
259,7,0,5,1
893,9,6,10,1
176,8,24,1,1
217,2,10,0,0
110,6,10,8,1
158,2,8,3,1
381,3,24,3,1
157,0,5,4,0
170,6,27,7,1
211,5,3,1,0
882,1,18,9,1
50,0,1,0,0
491,0,2,1,0
99,0,1,1,0
305,1,5,7,1
114,8,6,9,1
393,5,1,1,0
339,5,19,9,1
127,2,10,1,0
349,3,6,10,1
536,9,5,10,1
54,1,6,0,0
202,0,3,2,0
154,2,2,2,0
256,2,3,1,0
882,0,0,9,1
700,6,22,4,1
81,1,8,0,0
988,6,0,3,1
363,8,9,9,1
26,2,1,2,0
933,3,29,4,1
774,2,14,7,1
60,0,2,1,0
956,6,5,7,1
491,1,10,3,0
511,3,26,5,1
945,2,9,1,1
394,9,3,8,1
281,1,2,0,0
717,8,22,7,1
784,9,6,3,1
795,5,14,1,1
223,2,0,0,0
52,2,0,1,0
124,4,1,5,1
216,1,0,1,0
612,7,16,0,1
184,2,3,1,0
611,4,21,5,1
142,5,4,10,1
454,2,3,5,0
917,2,17,3,1
25,2,7,0,0
452,10,3,4,1
38,1,3,2,0
61,8,7,4,1
735,10,29,1,1
506,4,12,7,1
126,1,2,1,0
46,1,3,6,0
241,2,2,2,0
269,1,3,3,0
295,4,3,0,0
184,6,13,3,1
198,2,2,0,0
300,2,1,4,0
70,5,13,6,1
326,1,2,0,0
194,0,3,1,0
393,5,8,10,1
678,3,22,3,1
275,0,0,3,0
109,2,10,0,1
336,2,9,9,1
148,3,0,1,0
116,1,3,0,0
672,6,16,7,1
286,1,7,4,0
816,7,20,10,1
111,0,1,6,0
214,5,29,4,1
149,6,25,5,1
451,10,30,6,1
164,10,12,9,1
242,0,1,1,0
35,2,3,0,0
325,1,0,2,0
123,1,2,0,0
67,1,3,1,0
269,0,3,2,0
27,4,2,4,0
133,0,0,1,0
150,2,10,1,0
464,2,3,1,1
274,0,1,1,0
282,4,26,6,1
223,0,0,2,0
83,5,1,2,0
273,2,2,5,0
37,2,2,2,0
475,0,0,2,0
260,2,10,2,0
860,5,16,6,1
260,1,2,2,0
123,2,2,0,0
167,0,2,0,0
375,1,6,1,0
110,5,0,1,0
639,2,2,5,1
988,8,16,2,1
60,1,0,0,0
232,1,2,0,0
148,0,1,6,0
364,10,24,8,1
170,2,1,2,0
118,1,3,0,0
390,6,23,3,1
45,0,4,1,0
259,0,3,1,0
401,4,20,7,1
21,2,3,0,0
832,1,5,3,1
250,0,2,2,0
118,2,1,0,0
179,5,7,8,1
97,2,2,2,0
180,0,8,4,1
160,2,2,2,0
269,2,0,5,0
121,0,17,4,1
802,4,10,4,1
159,4,3,0,0
720,5,9,3,1
245,0,0,0,0
118,5,30,7,1
177,10,11,7,1
289,0,0,0,0
954,9,8,6,1
216,2,0,0,0
224,2,3,2,0
665,9,15,8,1
406,0,1,0,0
226,3,5,5,1
220,2,1,1,0
505,5,7,10,1
930,4,13,3,1
153,5,10,0,0
267,0,3,6,0
40,2,3,2,0
981,3,13,7,1
902,7,9,1,1
470,2,0,3,0
126,3,21,9,1
476,0,1,2,0
39,0,0,2,0
165,1,1,2,0
220,2,0,1,0
364,1,1,1,0
289,9,4,10,1
400,0,10,0,0
519,6,8,6,1
825,5,5,0,1
28,1,2,2,0
130,7,2,6,1
38,1,2,1,0
134,5,1,0,0
957,1,10,3,1
204,3,1,2,0
182,0,1,1,0
99,2,3,3,0
192,2,3,2,0
167,2,13,1,1
290,4,0,0,0
440,1,3,2,0
176,0,1,1,0
242,2,3,0,0
183,3,30,0,1
185,3,3,3,0
181,2,2,0,0
739,5,5,5,1
521,4,14,8,1
443,0,0,1,0
265,2,6,6,0
701,1,23,7,1
573,10,30,3,1
145,6,17,7,1
387,1,3,0,0
168,0,7,10,1
758,10,26,0,1
581,0,13,6,1
224,5,3,1,0
167,2,0,1,0
44,0,0,6,0
381,5,3,2,0
118,9,13,10,1
213,2,8,1,0
101,5,0,8,1
713,2,3,2,1
734,5,20,5,1
200,1,0,0,0
73,1,1,2,0
198,3,3,2,0
388,3,21,9,1
286,1,1,0,0
923,4,20,5,1
99,1,0,2,0
87,1,28,7,1
290,0,1,1,0
33,1,2,1,0
951,0,14,5,1
997,4,30,3,1
299,8,0,10,1
192,7,17,9,1
302,0,11,7,1
229,0,1,2,0
137,7,3,1,1
111,1,3,1,0
336,0,22,3,1
180,3,2,0,0
792,3,28,9,1
35,0,2,1,0
807,7,3,7,1
493,4,30,2,1
819,9,15,4,1
233,5,0,0,0
414,4,13,10,1
180,2,0,1,0
286,2,1,2,0
223,0,0,1,0
77,5,2,1,0
141,10,29,5,1
130,3,3,1,0
383,4,15,5,1
217,2,30,7,1
165,2,3,0,0
792,6,28,7,1
878,7,25,3,1
449,5,26,4,1
263,1,4,2,0
749,1,4,3,1
209,0,2,1,0
324,0,8,3,0
107,1,0,2,0
42,2,3,1,0
161,3,9,3,1
246,9,19,3,1
277,2,1,2,0
694,7,25,10,1
51,2,24,3,1
779,3,23,8,1
261,6,5,5,1
757,9,30,3,1
325,9,11,5,1
558,0,10,5,1
37,1,2,2,0
40,1,10,3,0
132,3,5,10,1
41,1,3,3,0
900,9,6,6,1
217,1,22,4,1
204,2,3,0,0
957,1,9,2,1
164,7,10,6,1
127,2,0,4,0
222,4,3,2,0
54,7,14,4,1
296,2,8,1,0
768,5,18,3,1
125,6,24,5,1
798,5,12,7,1
763,6,1,3,1
100,1,0,1,0
163,0,10,2,0
97,2,29,10,1
210,2,3,4,0
295,3,1,2,0
284,2,3,4,0
85,6,4,3,1
130,1,1,0,0
136,1,3,5,0
342,1,2,0,0
139,0,3,1,0
349,8,7,2,1
808,5,4,4,1
856,3,1,6,1
167,5,3,1,0
69,0,2,2,0
722,10,17,1,1
94,1,2,2,0
581,4,0,1,1
55,2,0,1,0
49,0,2,4,0
282,1,1,1,0
565,7,15,5,1
77,7,4,1,1
414,3,14,3,1
138,7,30,3,1
602,8,28,6,1
148,2,0,2,0
390,7,26,5,1
80,4,19,6,1
216,0,8,2,0
